source,level,label,support,proportion_of_assignments
papers_with_code,level2_fine_grained,Feedback Vertex Set (FVS),1,2.44e-06
papers_with_code,level2_fine_grained,Partial Point Cloud Matching,1,2.44e-06
papers_with_code,level2_fine_grained,Open Set Video Captioning,1,2.44e-06
papers_with_code,level2_fine_grained,SSTOD,1,2.44e-06
papers_with_code,level2_fine_grained,Global 3D Human Pose Estimation,1,2.44e-06
papers_with_code,level2_fine_grained,DrugProt,1,2.44e-06
papers_with_code,level2_fine_grained,Eikonal Tomography,1,2.44e-06
papers_with_code,level2_fine_grained,Tree Map Layout,1,2.44e-06
papers_with_code,level2_fine_grained,Directional Hearing,1,2.44e-06
papers_with_code,level2_fine_grained,Real-time Directional Hearing,1,2.44e-06
papers_with_code,level2_fine_grained,W-R-L-D Sleep Staging,1,2.44e-06
papers_with_code,level2_fine_grained,W-R-N Sleep Staging,1,2.44e-06
papers_with_code,level2_fine_grained,Joint Entity and Relation Extraction on Scientific Data,1,2.44e-06
papers_with_code,level2_fine_grained,Blackout Poetry Generation,1,2.44e-06
papers_with_code,level2_fine_grained,Cause-Effect Relation Classification,1,2.44e-06
papers_with_code,level2_fine_grained,Earthquake prediction,1,2.44e-06
papers_with_code,level2_fine_grained,SENTER,1,2.44e-06
papers_with_code,level2_fine_grained,Business Ethics,1,2.44e-06
papers_with_code,level2_fine_grained,Code Line Descriptions,1,2.44e-06
papers_with_code,level2_fine_grained,College Biology,1,2.44e-06
papers_with_code,level2_fine_grained,College Physics,1,2.44e-06
papers_with_code,level2_fine_grained,Conceptual Physics,1,2.44e-06
papers_with_code,level2_fine_grained,FEVER (2-way),1,2.44e-06
papers_with_code,level2_fine_grained,FEVER (3-way),1,2.44e-06
papers_with_code,level2_fine_grained,Global Facts,1,2.44e-06
papers_with_code,level2_fine_grained,High School Biology,1,2.44e-06
papers_with_code,level2_fine_grained,High School Chemistry,1,2.44e-06
papers_with_code,level2_fine_grained,High School Computer Science,1,2.44e-06
papers_with_code,level2_fine_grained,High School European History,1,2.44e-06
papers_with_code,level2_fine_grained,High School Geography,1,2.44e-06
papers_with_code,level2_fine_grained,High School Government and Politics,1,2.44e-06
papers_with_code,level2_fine_grained,High School Macroeconomics,1,2.44e-06
papers_with_code,level2_fine_grained,High School Mathematics,1,2.44e-06
papers_with_code,level2_fine_grained,High School Microeconomics,1,2.44e-06
papers_with_code,level2_fine_grained,High School Psychology,1,2.44e-06
papers_with_code,level2_fine_grained,High School Statistics,1,2.44e-06
papers_with_code,level2_fine_grained,High School US History,1,2.44e-06
papers_with_code,level2_fine_grained,High School World History,1,2.44e-06
papers_with_code,level2_fine_grained,Human Sexuality,1,2.44e-06
papers_with_code,level2_fine_grained,International Law,1,2.44e-06
papers_with_code,level2_fine_grained,Moral Disputes,1,2.44e-06
papers_with_code,level2_fine_grained,Movie Genre Recommendation System,1,2.44e-06
papers_with_code,level2_fine_grained,Professional Accounting,1,2.44e-06
papers_with_code,level2_fine_grained,Professional Law,1,2.44e-06
papers_with_code,level2_fine_grained,Public Relations,1,2.44e-06
papers_with_code,level2_fine_grained,US Foreign Policy,1,2.44e-06
papers_with_code,level2_fine_grained,World Religions,1,2.44e-06
papers_with_code,level2_fine_grained,Dial Meter Reading,1,2.44e-06
papers_with_code,level2_fine_grained,Image-based Automatic Meter Reading,1,2.44e-06
papers_with_code,level2_fine_grained,Majority Voting Classifier,1,2.44e-06
papers_with_code,level2_fine_grained,Manufacturing simulation,1,2.44e-06
papers_with_code,level2_fine_grained,MNLI-m,1,2.44e-06
papers_with_code,level2_fine_grained,Source Code Authorship Attribution,1,2.44e-06
papers_with_code,level2_fine_grained,Style change detection,1,2.44e-06
papers_with_code,level2_fine_grained,Code Reuse Detection,1,2.44e-06
papers_with_code,level2_fine_grained,Obfuscation Detection,1,2.44e-06
papers_with_code,level2_fine_grained,ST-MoE-L 4.1B (fine-tuned),1,2.44e-06
papers_with_code,level2_fine_grained,Pose Contrastive Learning,1,2.44e-06
papers_with_code,level2_fine_grained,Fake Image Attribution,1,2.44e-06
papers_with_code,level2_fine_grained,ZSL Video Classification,1,2.44e-06
papers_with_code,level2_fine_grained,Breast Cancer Histology Image Classification (20% labels),1,2.44e-06
papers_with_code,level2_fine_grained,Overlapped 25-25,1,2.44e-06
papers_with_code,level2_fine_grained,Math Information Retrieval,1,2.44e-06
papers_with_code,level2_fine_grained,Claim-Evidence Pair Extraction (CEPE),1,2.44e-06
papers_with_code,level2_fine_grained,Claim Extraction with Stance Classification (CESC),1,2.44e-06
papers_with_code,level2_fine_grained,Deep Nonparametric Clustering,1,2.44e-06
papers_with_code,level2_fine_grained,OPD: Single-view 3D Openable Part Detection,1,2.44e-06
papers_with_code,level2_fine_grained,Audio Multiple Target Classification,1,2.44e-06
papers_with_code,level2_fine_grained,Boundary Grounding,1,2.44e-06
papers_with_code,level2_fine_grained,Face Recognition (Closed-Set),1,2.44e-06
papers_with_code,level2_fine_grained,RoomEnv-v0,1,2.44e-06
papers_with_code,level2_fine_grained,No real Data Binarization,1,2.44e-06
papers_with_code,level2_fine_grained,Synthetic Data Binarization,1,2.44e-06
papers_with_code,level2_fine_grained,ECG QRS Detection,1,2.44e-06
papers_with_code,level2_fine_grained,"Deep-Sea Treasure, Image version",1,2.44e-06
papers_with_code,level2_fine_grained,Clean-label Backdoor Attack (0.024%),1,2.44e-06
papers_with_code,level2_fine_grained,Clean-label Backdoor Attack (0.05%),1,2.44e-06
papers_with_code,level2_fine_grained,Latent Aspect Detection,1,2.44e-06
papers_with_code,level2_fine_grained,Interactive 3D Instance Segmentation,1,2.44e-06
papers_with_code,level2_fine_grained,Interactive 3D Instance Segmentation -Trained on Scannet40 - Evaluated on Scannet40,1,2.44e-06
papers_with_code,level2_fine_grained,FAD Curve Analysis,1,2.44e-06
papers_with_code,level2_fine_grained,Injury Prediction,1,2.44e-06
papers_with_code,level2_fine_grained,Information Retrieva,1,2.44e-06
papers_with_code,level2_fine_grained,AbbreviationDetection,1,2.44e-06
papers_with_code,level2_fine_grained,Compressed Image Quality Assessment,1,2.44e-06
papers_with_code,level2_fine_grained,PII Masking,1,2.44e-06
papers_with_code,level2_fine_grained,3D Holography,1,2.44e-06
papers_with_code,level2_fine_grained,Geometry-aware processing,1,2.44e-06
papers_with_code,level2_fine_grained,Legal Document Summarization,1,2.44e-06
papers_with_code,level2_fine_grained,Unsupervised Domain Adaptation on Duke to Market,1,2.44e-06
papers_with_code,level2_fine_grained,Unsupervised Domain Adaptation on Market to Duke,1,2.44e-06
papers_with_code,level2_fine_grained,Cubic splines Image Registration,1,2.44e-06
papers_with_code,level2_fine_grained,Unsupervised Facial Landmark Detection on MAFL,1,2.44e-06
papers_with_code,level2_fine_grained,PSO-ConvNets Dynamics 1,1,2.44e-06
papers_with_code,level2_fine_grained,PSO-ConvNets Dynamics 2,1,2.44e-06
papers_with_code,level2_fine_grained,Workflow Discovery,1,2.44e-06
papers_with_code,level2_fine_grained,Rules-of-thumb Generation,1,2.44e-06
papers_with_code,level2_fine_grained,Personalized and Emotional Conversation,1,2.44e-06
papers_with_code,level2_fine_grained,Vietnamese Natural Language Understanding,1,2.44e-06
papers_with_code,level2_fine_grained,Weakly Supervised Action Segmentation (Action Set)),1,2.44e-06
papers_with_code,level2_fine_grained,Hate Intensity Prediction,1,2.44e-06
papers_with_code,level2_fine_grained,Context-specific Spam Detection,1,2.44e-06
papers_with_code,level2_fine_grained,陕西、四川、重庆地区2017-2022年末人口数（如图1-7所示）中，陕西省人口数较稳 定，维持在3940万人，四川和重庆均呈上升趋势。,1,2.44e-06
papers_with_code,level2_fine_grained,Row Annotation,1,2.44e-06
papers_with_code,level2_fine_grained,Table Type Detection,1,2.44e-06
papers_with_code,level2_fine_grained,Malicious Detection,1,2.44e-06
papers_with_code,level2_fine_grained,Continuous Affect Estimation,1,2.44e-06
papers_with_code,level2_fine_grained,Chemical Indexing,1,2.44e-06
papers_with_code,level2_fine_grained,Entity Typing on DH-KGs,1,2.44e-06
papers_with_code,level2_fine_grained,Link prediction on DH-KGs,1,2.44e-06
papers_with_code,level2_fine_grained,Video Domain Adapation,1,2.44e-06
papers_with_code,level2_fine_grained,Key-Frame-based Video Super-Resolution (K = 15),1,2.44e-06
papers_with_code,level2_fine_grained,Audio Emotion Recognition,1,2.44e-06
papers_with_code,level2_fine_grained,Soundscape evaluation,1,2.44e-06
papers_with_code,level2_fine_grained,Photoplethysmography (PPG) beat detection,1,2.44e-06
papers_with_code,level2_fine_grained,Episode Classification,1,2.44e-06
papers_with_code,level2_fine_grained,Human-Human Interaction Recognition,1,2.44e-06
papers_with_code,level2_fine_grained,Malware Type Detection,1,2.44e-06
papers_with_code,level2_fine_grained,Edit script generation,1,2.44e-06
papers_with_code,level2_fine_grained,File difference,1,2.44e-06
papers_with_code,level2_fine_grained,Anomaly Forecasting,1,2.44e-06
papers_with_code,level2_fine_grained,Genetic Risk Prediction,1,2.44e-06
papers_with_code,level2_fine_grained,Multimedia Generative Script Learning,1,2.44e-06
papers_with_code,level2_fine_grained,Cross-lingual Fact-checking,1,2.44e-06
papers_with_code,level2_fine_grained,Zero-shot Cross-lingual Fact-checking,1,2.44e-06
papers_with_code,level2_fine_grained,Text Complexity Assessment (GermEval 2022),1,2.44e-06
papers_with_code,level2_fine_grained,Device-Cloud Collaboration,1,2.44e-06
papers_with_code,level2_fine_grained,One-Shot Part Segmentation of Contain Affordance - Inter Class,1,2.44e-06
papers_with_code,level2_fine_grained,One-Shot Part Segmentation of Contain Affordance - Intra Class,1,2.44e-06
papers_with_code,level2_fine_grained,One-Shot Part Segmentation of Cut Affordance - Inter Class,1,2.44e-06
papers_with_code,level2_fine_grained,One-Shot Part Segmentation of Cut Affordance - Intra Class,1,2.44e-06
papers_with_code,level2_fine_grained,One-Shot Part Segmentation of Grasp Affordance - Inter Class,1,2.44e-06
papers_with_code,level2_fine_grained,One-Shot Part Segmentation of Grasp Affordance - Intra Class,1,2.44e-06
papers_with_code,level2_fine_grained,One-Shot Part Segmentation of Pound Affordance - Inter Class,1,2.44e-06
papers_with_code,level2_fine_grained,One-Shot Part Segmentation of Pound Affordance - Intra Class,1,2.44e-06
papers_with_code,level2_fine_grained,One-Shot Part Segmentation of Scoop Affordance - Inter Class,1,2.44e-06
papers_with_code,level2_fine_grained,One-Shot Part Segmentation of Scoop Affordance - Intra Class,1,2.44e-06
papers_with_code,level2_fine_grained,One-Shot Part Segmentation of Support Affordance - Inter Class,1,2.44e-06
papers_with_code,level2_fine_grained,One-Shot Part Segmentation of Support Affordance - Intra Class,1,2.44e-06
papers_with_code,level2_fine_grained,One-Shot Part Segmentation of Wrap-Grasp Affordance - Inter Class,1,2.44e-06
papers_with_code,level2_fine_grained,One-Shot Part Segmentation of Wrap-Grasp Affordance - Intra Class,1,2.44e-06
papers_with_code,level2_fine_grained,Variable Disambiguation,1,2.44e-06
papers_with_code,level2_fine_grained,Similarity Explanation,1,2.44e-06
papers_with_code,level2_fine_grained,Detect Ground Reflections,1,2.44e-06
papers_with_code,level2_fine_grained,Point- of-no-return (PNR) temporal localization,1,2.44e-06
papers_with_code,level2_fine_grained,Semi-supervised 2D and 3D landmark labeling,1,2.44e-06
papers_with_code,level2_fine_grained,Avg. sequence length,1,2.44e-06
papers_with_code,level2_fine_grained,Success Rate (5 task-horizon),1,2.44e-06
papers_with_code,level2_fine_grained,Image and Sketch based Model Retrieval,1,2.44e-06
papers_with_code,level2_fine_grained,Model Description Based Search,1,2.44e-06
papers_with_code,level2_fine_grained,Text based Model Retrieval,1,2.44e-06
papers_with_code,level2_fine_grained,Multiview Contextual Commonsense Inference,1,2.44e-06
papers_with_code,level2_fine_grained,FG-1-PG-1,1,2.44e-06
papers_with_code,level2_fine_grained,ValNov,1,2.44e-06
papers_with_code,level2_fine_grained,Result aggregation,1,2.44e-06
papers_with_code,level2_fine_grained,Overlapped 14-1,1,2.44e-06
papers_with_code,level2_fine_grained,Laminar-Turbulent Flow Localisation,1,2.44e-06
papers_with_code,level2_fine_grained,Text within image generation,1,2.44e-06
papers_with_code,level2_fine_grained,Computational fabrication,1,2.44e-06
papers_with_code,level2_fine_grained,Concave shapes,1,2.44e-06
papers_with_code,level2_fine_grained,Stability-aware design,1,2.44e-06
papers_with_code,level2_fine_grained,Emotion Detection and Trigger Summarization,1,2.44e-06
papers_with_code,level2_fine_grained,Analogical questions,1,2.44e-06
papers_with_code,level2_fine_grained,Reference Expression Generation,1,2.44e-06
papers_with_code,level2_fine_grained,Visual Commonsense Tests,1,2.44e-06
papers_with_code,level2_fine_grained,(deleted task 2),1,2.44e-06
papers_with_code,level2_fine_grained,Interspecies Facial Keypoint Transfer,1,2.44e-06
papers_with_code,level2_fine_grained,Cross Encoder Reranking,1,2.44e-06
papers_with_code,level2_fine_grained,Phonocardiogram Classification,1,2.44e-06
papers_with_code,level2_fine_grained,Streaming Target Sound Extraction,1,2.44e-06
papers_with_code,level2_fine_grained,Add - PO,1,2.44e-06
papers_with_code,level2_fine_grained,Add - PQ,1,2.44e-06
papers_with_code,level2_fine_grained,Remove - PO,1,2.44e-06
papers_with_code,level2_fine_grained,Remove - PQ,1,2.44e-06
papers_with_code,level2_fine_grained,Replace - PO,1,2.44e-06
papers_with_code,level2_fine_grained,Replace - PQ,1,2.44e-06
papers_with_code,level2_fine_grained,Conversational Sentiment Quadruple Extraction,1,2.44e-06
papers_with_code,level2_fine_grained,Persuasive Writing Strategy Detection,1,2.44e-06
papers_with_code,level2_fine_grained,Persuasive Writing Strategy Detection Level-1,1,2.44e-06
papers_with_code,level2_fine_grained,Persuasive Writing Strategy Detection Level-2,1,2.44e-06
papers_with_code,level2_fine_grained,Persuasive Writing Strategy Detection Level-3,1,2.44e-06
papers_with_code,level2_fine_grained,Persuasive Writing Strategy Detection Level-4,1,2.44e-06
papers_with_code,level2_fine_grained,Page Stream Segmentation,1,2.44e-06
papers_with_code,level2_fine_grained,Persona Dialogue in Story,1,2.44e-06
papers_with_code,level2_fine_grained,Future Hand Prediction,1,2.44e-06
papers_with_code,level2_fine_grained,State Change Object Detection,1,2.44e-06
papers_with_code,level2_fine_grained,Speech Synthesis - Assamese,1,2.44e-06
papers_with_code,level2_fine_grained,Speech Synthesis - Bengali,1,2.44e-06
papers_with_code,level2_fine_grained,Speech Synthesis - Bodo,1,2.44e-06
papers_with_code,level2_fine_grained,Speech Synthesis - Hindi,1,2.44e-06
papers_with_code,level2_fine_grained,Speech Synthesis - Kannada,1,2.44e-06
papers_with_code,level2_fine_grained,Speech Synthesis - Malayalam,1,2.44e-06
papers_with_code,level2_fine_grained,Speech Synthesis - Manipuri,1,2.44e-06
papers_with_code,level2_fine_grained,Speech Synthesis - Marathi,1,2.44e-06
papers_with_code,level2_fine_grained,Speech Synthesis - Rajasthani,1,2.44e-06
papers_with_code,level2_fine_grained,Speech Synthesis - Tamil,1,2.44e-06
papers_with_code,level2_fine_grained,Speech Synthesis - Telugu,1,2.44e-06
papers_with_code,level2_fine_grained,Sketch-to-text Generation,1,2.44e-06
papers_with_code,level2_fine_grained,Motor Imagery Decoding (left-hand vs right-hand),1,2.44e-06
papers_with_code,level2_fine_grained,camera absolute pose regression,1,2.44e-06
papers_with_code,level2_fine_grained,Object Discovery In Videos,1,2.44e-06
papers_with_code,level2_fine_grained,Phrase Extraction and Grounding (PEG),1,2.44e-06
papers_with_code,level2_fine_grained,Multilingual Image-Text Classification,1,2.44e-06
papers_with_code,level2_fine_grained,tercile classification,1,2.44e-06
papers_with_code,level2_fine_grained,Molecular System Prediction,1,2.44e-06
papers_with_code,level2_fine_grained,FocusNews (test),1,2.44e-06
papers_with_code,level2_fine_grained,SRF (test),1,2.44e-06
papers_with_code,level2_fine_grained,Spectral Efficiency Analysis of Uplink-Downlink Decoupled Access in C-V2X Networks,1,2.44e-06
papers_with_code,level2_fine_grained,RoomEnv-v1,1,2.44e-06
papers_with_code,level2_fine_grained,Data Imputation 70%,1,2.44e-06
papers_with_code,level2_fine_grained,Human Detection of Deepfakes,1,2.44e-06
papers_with_code,level2_fine_grained,Document Image Skew Estimation,1,2.44e-06
papers_with_code,level2_fine_grained,Dialogue,1,2.44e-06
papers_with_code,level2_fine_grained,Readability optimization,1,2.44e-06
papers_with_code,level2_fine_grained,Popularity Forecasting,1,2.44e-06
papers_with_code,level2_fine_grained,Multimodal Forgery Detection,1,2.44e-06
papers_with_code,level2_fine_grained,Symmetric face inpainting,1,2.44e-06
papers_with_code,level2_fine_grained,Overlapping Pose Estimation,1,2.44e-06
papers_with_code,level2_fine_grained,mage-to-Text Retrieval,1,2.44e-06
papers_with_code,level2_fine_grained,Film Simulation,1,2.44e-06
papers_with_code,level2_fine_grained,Unsupervised Text Recognition,1,2.44e-06
papers_with_code,level2_fine_grained,Label shift of blended-target domain adaptation,1,2.44e-06
papers_with_code,level2_fine_grained,Model free quantum gate design,1,2.44e-06
papers_with_code,level2_fine_grained,quantum gate calibration,1,2.44e-06
papers_with_code,level2_fine_grained,Ontology Subsumption Inferece,1,2.44e-06
papers_with_code,level2_fine_grained,"Unsupervised Domain Adaptation,Synthetic-to-Real Translation",1,2.44e-06
papers_with_code,level2_fine_grained,Subgraph Counting - C5,1,2.44e-06
papers_with_code,level2_fine_grained,Subgraph Counting - C6,1,2.44e-06
papers_with_code,level2_fine_grained,Subgraph Counting - Tailed Triangle,1,2.44e-06
papers_with_code,level2_fine_grained,Multi class one-shot image synthesis,1,2.44e-06
papers_with_code,level2_fine_grained,Single class few-shot image synthesis,1,2.44e-06
papers_with_code,level2_fine_grained,Face Dubbing,1,2.44e-06
papers_with_code,level2_fine_grained,Equilibrium traffic assignment,1,2.44e-06
papers_with_code,level2_fine_grained,Lung Nodule 3D Classification,1,2.44e-06
papers_with_code,level2_fine_grained,Lung Nodule 3D Detection,1,2.44e-06
papers_with_code,level2_fine_grained,Driver Authentication,1,2.44e-06
papers_with_code,level2_fine_grained,legal outcome extraction,1,2.44e-06
papers_with_code,level2_fine_grained,Scene Flow Estimation on KITTI 2015 Scene Flow Test,1,2.44e-06
papers_with_code,level2_fine_grained,Zero-Guidance Segmentation,1,2.44e-06
papers_with_code,level2_fine_grained,Gournd video synthesis from satellite image,1,2.44e-06
papers_with_code,level2_fine_grained,3D Human Pose Estimation in Limited Data,1,2.44e-06
papers_with_code,level2_fine_grained,3D Human Pose Estimation in Limited Date,1,2.44e-06
papers_with_code,level2_fine_grained,Cross-domain 3D Human Pose Estimation,1,2.44e-06
papers_with_code,level2_fine_grained,Weakly Supervised Referring Expression Segmentation,1,2.44e-06
papers_with_code,level2_fine_grained,lidar absolute pose regression,1,2.44e-06
papers_with_code,level2_fine_grained,Multimodal fashion image editing,1,2.44e-06
papers_with_code,level2_fine_grained,Video Retrieval (frame-level),1,2.44e-06
papers_with_code,level2_fine_grained,Multi-Domain Sentiment Classification,1,2.44e-06
papers_with_code,level2_fine_grained,Audio-Video Question Answering (AVQA),1,2.44e-06
papers_with_code,level2_fine_grained,entity_extraction,1,2.44e-06
papers_with_code,level2_fine_grained,Robust Semi-Supervised RGBD Semantic Segmentation,1,2.44e-06
papers_with_code,level2_fine_grained,Image ClassiData Augmentationfication,1,2.44e-06
papers_with_code,level2_fine_grained,Race/Bias-conflicting,1,2.44e-06
papers_with_code,level2_fine_grained,Catalog Extraction,1,2.44e-06
papers_with_code,level2_fine_grained,Semantic Image Similarity,1,2.44e-06
papers_with_code,level2_fine_grained,Person-Centric Knowledge Graphs,1,2.44e-06
papers_with_code,level2_fine_grained,Multiple Instance LearningMultiple Instance Learning,1,2.44e-06
papers_with_code,level2_fine_grained,Cross-Part Evaluation,1,2.44e-06
papers_with_code,level2_fine_grained,Oriented Object Detcti,1,2.44e-06
papers_with_code,level2_fine_grained,Oriented Object Detctio,1,2.44e-06
papers_with_code,level2_fine_grained,Controllable Language Modelling,1,2.44e-06
papers_with_code,level2_fine_grained,Video Emotion Detection,1,2.44e-06
papers_with_code,level2_fine_grained,Kinship face generation,1,2.44e-06
papers_with_code,level2_fine_grained,Collaborative Plan Acquisition,1,2.44e-06
papers_with_code,level2_fine_grained,Joint Deblur and Frame Interpolation,1,2.44e-06
papers_with_code,level2_fine_grained,Joint Deblur and Unrolling,1,2.44e-06
papers_with_code,level2_fine_grained,Contextualized Literature-based Discovery,1,2.44e-06
papers_with_code,level2_fine_grained,Unsupervised Clothes Changing Person Re-Identification,1,2.44e-06
papers_with_code,level2_fine_grained,Unsupervised Long Term Person Re-Identification,1,2.44e-06
papers_with_code,level2_fine_grained,NONPARAMETRIC DEEP CLUSTERING,1,2.44e-06
papers_with_code,level2_fine_grained,Caller Detection,1,2.44e-06
papers_with_code,level2_fine_grained,Meme Captioning,1,2.44e-06
papers_with_code,level2_fine_grained,Complex Scene Breaking and Synthesis,1,2.44e-06
papers_with_code,level2_fine_grained,DreamBooth Personalized Generation,1,2.44e-06
papers_with_code,level2_fine_grained,Unsupervised Few-Shot Audio Classification,1,2.44e-06
papers_with_code,level2_fine_grained,Brain Visual Reconstruction,1,2.44e-06
papers_with_code,level2_fine_grained,Referring Image Matting (Prompt-based),1,2.44e-06
papers_with_code,level2_fine_grained,Subgraph Counting - 2 star,1,2.44e-06
papers_with_code,level2_fine_grained,Subgraph Counting - Chordal C4,1,2.44e-06
papers_with_code,level2_fine_grained,Subgraph Counting - K4,1,2.44e-06
papers_with_code,level2_fine_grained,Backdoor Defense for Data-Free Distillation with Poisoned Teachers,1,2.44e-06
papers_with_code,level2_fine_grained,Hate Speech Detection CrisisHateMM Benchmark,1,2.44e-06
papers_with_code,level2_fine_grained,Stay Region Extraction,1,2.44e-06
papers_with_code,level2_fine_grained,ECG Patient Identification,1,2.44e-06
papers_with_code,level2_fine_grained,ECG Patient Identification (gallery-probe),1,2.44e-06
papers_with_code,level2_fine_grained,Video Captioning on MSR-VTT,1,2.44e-06
papers_with_code,level2_fine_grained,Grounded Open Vocabulary Acquisition,1,2.44e-06
papers_with_code,level2_fine_grained,Catalytic activity prediction,1,2.44e-06
papers_with_code,level2_fine_grained,Chemical-Disease Interaction Extraction,1,2.44e-06
papers_with_code,level2_fine_grained,Domain/Motif Prediction,1,2.44e-06
papers_with_code,level2_fine_grained,Functional Description Generation,1,2.44e-06
papers_with_code,level2_fine_grained,Coding Problem Tagging,1,2.44e-06
papers_with_code,level2_fine_grained,Core Promoter Detection,1,2.44e-06
papers_with_code,level2_fine_grained,Covid Variant Prediction,1,2.44e-06
papers_with_code,level2_fine_grained,Epigenetic Marks Prediction,1,2.44e-06
papers_with_code,level2_fine_grained,"noisy quantum circuit classification (quantum ML, error mitigation)",1,2.44e-06
papers_with_code,level2_fine_grained,quantum circuit classification (classical ML),1,2.44e-06
papers_with_code,level2_fine_grained,quantum circuit classification (quantum ML),1,2.44e-06
papers_with_code,level2_fine_grained,Medical Image Deblurring,1,2.44e-06
papers_with_code,level2_fine_grained,Training-free Object Counting,1,2.44e-06
papers_with_code,level2_fine_grained,Anchor link prediction,1,2.44e-06
papers_with_code,level2_fine_grained,Dynamic Point Removal,1,2.44e-06
papers_with_code,level2_fine_grained,MonkeyPox Diagnosis,1,2.44e-06
papers_with_code,level2_fine_grained,Image-Guided Composition,1,2.44e-06
papers_with_code,level2_fine_grained,Respiratory Rate Estimation,1,2.44e-06
papers_with_code,level2_fine_grained,zero-shot long video breakpoint-model question answering,1,2.44e-06
papers_with_code,level2_fine_grained,Text-to-3D-Human Generation,1,2.44e-06
papers_with_code,level2_fine_grained,Zero-shot 3D Point Cloud Classificationclassification,1,2.44e-06
papers_with_code,level2_fine_grained,Micro-expression Generation (MEGC2021),1,2.44e-06
papers_with_code,level2_fine_grained,Research Performance Prediction,1,2.44e-06
papers_with_code,level2_fine_grained,Real-time instance measurement,1,2.44e-06
papers_with_code,level2_fine_grained,Motion Expressions Guided Video Segmentation,1,2.44e-06
papers_with_code,level2_fine_grained,erson Re-Identification,1,2.44e-06
papers_with_code,level2_fine_grained,CyberBattleSim (RL) chain scenario,1,2.44e-06
papers_with_code,level2_fine_grained,NetSecGame,1,2.44e-06
papers_with_code,level2_fine_grained,NetSecGame (RL) full scenario defender,1,2.44e-06
papers_with_code,level2_fine_grained,NetSecGame (RL) full scenario no defender,1,2.44e-06
papers_with_code,level2_fine_grained,NetSecGame (RL) small scenario defender,1,2.44e-06
papers_with_code,level2_fine_grained,NetSecGame (RL) small scenario no defender,1,2.44e-06
papers_with_code,level2_fine_grained,Potrait Generation,1,2.44e-06
papers_with_code,level2_fine_grained,Vignetting Removal,1,2.44e-06
papers_with_code,level2_fine_grained,File Type Identification,1,2.44e-06
papers_with_code,level2_fine_grained,Human Body Volume Estimation,1,2.44e-06
papers_with_code,level2_fine_grained,Open-World Video Segmentation,1,2.44e-06
papers_with_code,level2_fine_grained,Factual Visual Question Answering,1,2.44e-06
papers_with_code,level2_fine_grained,Cough Classification,1,2.44e-06
papers_with_code,level2_fine_grained,Optical Tweezers Simulations,1,2.44e-06
papers_with_code,level2_fine_grained,"Speaker Attribution in German Parliamentary Debates (GermEval 2023, subtask 1)",1,2.44e-06
papers_with_code,level2_fine_grained,"Speaker Attribution in German Parliamentary Debates (GermEval 2023, subtask 2)",1,2.44e-06
papers_with_code,level2_fine_grained,Incremental Constrained Clustering,1,2.44e-06
papers_with_code,level2_fine_grained,Artificial Global Workspace,1,2.44e-06
papers_with_code,level2_fine_grained,Panoptic Segmentation (PanopticNDT instances),1,2.44e-06
papers_with_code,level2_fine_grained,GPS Embeddings,1,2.44e-06
papers_with_code,level2_fine_grained,Few-shot Video Question Answering,1,2.44e-06
papers_with_code,level2_fine_grained,Change Data Generation,1,2.44e-06
papers_with_code,level2_fine_grained,Dialog Learning,1,2.44e-06
papers_with_code,level2_fine_grained,Semi-supervised Audio Classification,1,2.44e-06
papers_with_code,level2_fine_grained,NWP Post-processing,1,2.44e-06
papers_with_code,level2_fine_grained,Adversarial Defense against AutoAttack,1,2.44e-06
papers_with_code,level2_fine_grained,Adversarial Defense against PGD,1,2.44e-06
papers_with_code,level2_fine_grained,Zero-Shot Video-Audio Retrieval,1,2.44e-06
papers_with_code,level2_fine_grained,Generalized Zero-Shot Object Detection on MS-COCO,1,2.44e-06
papers_with_code,level2_fine_grained,Cadenza 1 - Task 1 - Headphone,1,2.44e-06
papers_with_code,level2_fine_grained,Cadenza 1 - Task 2 - In Car,1,2.44e-06
papers_with_code,level2_fine_grained,Event-based N-ary Relaiton Extraction,1,2.44e-06
papers_with_code,level2_fine_grained,Hypergraph-based N-ary Relaiton Extraction,1,2.44e-06
papers_with_code,level2_fine_grained,Role-based N-ary Relaiton Extraction,1,2.44e-06
papers_with_code,level2_fine_grained,Gesture Synchronization,1,2.44e-06
papers_with_code,level2_fine_grained,Zero-Shot Image Paragraph Captioning,1,2.44e-06
papers_with_code,level2_fine_grained,Figurative Language Visualization,1,2.44e-06
papers_with_code,level2_fine_grained,universal meta-learning,1,2.44e-06
papers_with_code,level2_fine_grained,Stenosis Segmentation,1,2.44e-06
papers_with_code,level2_fine_grained,en-US domain classification,1,2.44e-06
papers_with_code,level2_fine_grained,en-US Intent Classification,1,2.44e-06
papers_with_code,level2_fine_grained,en-US Slot Filling,1,2.44e-06
papers_with_code,level2_fine_grained,Odor Descriptor Prediction,1,2.44e-06
papers_with_code,level2_fine_grained,Procedure Step Recognition,1,2.44e-06
papers_with_code,level2_fine_grained,Video Question Answering (Level 3),1,2.44e-06
papers_with_code,level2_fine_grained,Video Question Answering (Level 4),1,2.44e-06
papers_with_code,level2_fine_grained,N-Queens Problem - All Possible Solutions,1,2.44e-06
papers_with_code,level2_fine_grained,Text-to-GQL,1,2.44e-06
papers_with_code,level2_fine_grained,Climate Projection,1,2.44e-06
